SensorID,DataType,SeqNo,TimeStamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
0,255,221,5894,1912,2135,2751,1833,1840,1846
0,255,222,5894,1912,2128,2751,1834,1837,1845
0,255,223,5894,1918,2123,2787,1835,1837,1846
0,255,224,5894,1899,2136,2770,1835,1838,1847
0,255,225,5894,1915,2111,2767,1834,1838,1845
0,255,226,5894,1903,2128,2769,1835,1839,1845
0,255,227,5894,1900,2125,2758,1833,1838,1845
0,255,228,5925,1916,2107,2771,1833,1838,1845
0,255,229,5941,1910,2127,2767,1834,1839,1847
0,255,230,5956,1910,2139,2790,1833,1837,1846
0,255,231,6003,1921,2120,2774,1834,1838,1846
0,255,232,6003,1929,2111,2767,1834,1838,1845
0,255,233,6034,1917,2129,2761,1834,1837,1844
0,255,235,6065,1934,2133,2767,1834,1838,1845
0,255,236,6065,1889,2106,2774,1834,1839,1845
0,255,237,6097,1875,2114,2766,1834,1839,1847
0,255,238,6112,1914,2119,2762,1834,1839,1846
0,255,239,6128,1904,2098,2774,1834,1838,1846
0,255,240,6175,1923,2100,2769,1833,1837,1847
0,255,241,6175,1916,2119,2763,1834,1837,1845
0,255,242,6206,1910,2107,2782,1835,1840,1847
0,255,243,6237,1901,2115,2767,1833,1838,1845
0,255,244,6237,1931,2092,2763,1834,1836,1845
0,255,245,6237,1912,2123,2762,1833,1838,1847
0,255,247,6284,1904,2117,2766,1835,1838,1847
0,255,248,6315,1921,2129,2766,1832,1837,1845
0,255,249,6346,1899,2129,2779,1834,1837,1847
0,255,250,6346,1924,2106,2771,1835,1838,1846
0,255,251,6377,1917,2144,2772,1835,1838,1846
0,255,252,6409,1912,2124,2761,1834,1839,1845
0,255,253,6409,1917,2113,2760,1833,1838,1846
0,255,254,6424,1915,2115,2771,1834,1839,1847
0,255,0,6471,1896,2115,2790,1834,1838,1845
0,255,1,6502,1927,2113,2753,1833,1838,1844
0,255,2,6502,1904,2097,2777,1835,1840,1846
0,255,3,6533,1915,2130,2759,1833,1838,1845
0,255,4,6565,1908,2127,2768,1834,1839,1845
0,255,5,6565,1922,2112,2765,1833,1839,1846
0,255,6,6596,1904,2126,2767,1834,1839,1845
0,255,7,6627,1922,2117,2774,1835,1837,1845
0,255,8,6627,1900,2105,2779,1833,1838,1845
0,255,9,6643,1901,2122,2765,1834,1839,1845
0,255,10,6674,1926,2123,2761,1836,1839,1846
0,255,11,6674,1896,2118,2765,1834,1838,1846
0,255,12,6705,1917,2132,2762,1835,1839,1845
0,255,13,6752,1900,2131,2761,1833,1839,1846
0,255,14,6752,1906,2103,2781,1834,1838,1846
0,255,15,6752,1927,2119,2760,1835,1837,1845
0,255,16,6783,1907,2102,2759,1834,1837,1845
0,255,17,6814,1911,2127,2757,1835,1838,1847
0,255,18,6814,1910,2111,2785,1836,1839,1845
0,255,19,6861,1918,2094,2772,1834,1838,1846
0,255,20,6861,1912,2114,2777,1834,1839,1846
0,255,21,6877,1903,2135,2757,1833,1839,1846
0,255,22,6908,1916,2130,2764,1833,1838,1845
0,255,23,6908,1915,2132,2758,1835,1837,1845
0,255,24,6939,1930,2134,2746,1834,1839,1844
0,255,25,6970,1910,2128,2766,1835,1839,1847
0,255,26,6970,1908,2124,2771,1836,1839,1846
0,255,27,7001,1915,2119,2748,1834,1839,1846
0,255,28,7017,1922,2122,2777,1834,1839,1845
0,255,29,7048,1907,2137,2783,1836,1840,1845
0,255,30,7048,1933,2098,2751,1834,1838,1845
0,255,31,7064,1918,2157,2768,1836,1840,1847
0,255,32,7095,1902,2123,2762,1834,1838,1844
0,255,33,7126,1924,2109,2767,1835,1837,1845
0,255,34,7126,1913,2149,2774,1834,1840,1846
0,255,35,7157,1924,2126,2782,1836,1840,1846
0,255,36,7173,1937,2103,2769,1834,1839,1845
0,255,37,7204,1907,2100,2751,1834,1839,1847
0,255,38,7204,1909,2146,2765,1834,1837,1846
0,255,39,7235,1882,2129,2749,1835,1839,1846
0,255,40,7235,1914,2091,2760,1834,1838,1845
0,255,41,7267,1907,2120,2758,1835,1838,1845
0,255,42,7298,1917,2101,2760,1835,1840,1845
0,255,43,7298,1911,2138,2774,1834,1838,1844
0,255,44,7329,1892,2120,2776,1835,1840,1845
0,255,45,7345,1915,2125,2784,1834,1838,1847
0,255,46,7391,1926,2121,2774,1835,1839,1846
0,255,47,7391,1894,2130,2796,1834,1838,1845
0,255,48,7407,1910,2125,2758,1834,1839,1845
0,255,49,7438,1912,2125,2787,1835,1838,1846
0,255,50,7438,1924,2123,2747,1835,1840,1847
0,255,51,7469,1912,2115,2786,1834,1838,1845
0,255,52,7485,1939,2112,2758,1833,1839,1845
0,255,53,7516,1901,2098,2764,1835,1839,1846
0,255,54,7516,1912,2131,2749,1834,1839,1845
0,255,55,7547,1908,2129,2769,1835,1840,1846
0,255,56,7563,1898,2101,2776,1832,1838,1845
0,255,57,7594,1923,2122,2765,1834,1839,1845
0,255,58,7594,1896,2121,2756,1835,1840,1846
0,255,59,7625,1918,2107,2759,1834,1839,1845
0,255,60,7641,1905,2129,2765,1833,1839,1845
0,255,61,7672,1919,2112,2772,1834,1839,1845
0,255,62,7688,1912,2115,2764,1834,1839,1846
0,255,63,7703,1913,2118,2772,1834,1840,1845
0,255,64,7735,1906,2117,2758,1835,1840,1847
0,255,65,7735,1920,2131,2784,1835,1839,1845
0,255,66,7766,1919,2130,2766,1833,1840,1847
0,255,67,7766,1914,2124,2768,1834,1838,1844
0,255,68,7797,1911,2128,2758,1834,1839,1846
0,255,69,7813,1904,2121,2773,1833,1838,1846
0,255,70,7844,1916,2140,2757,1834,1838,1845
0,255,71,7875,1899,2123,2778,1835,1840,1845
0,255,72,7891,1929,2131,2767,1834,1839,1845
0,255,73,7891,1914,2122,2787,1835,1839,1845
0,255,74,7922,1939,2124,2769,1833,1840,1847
0,255,75,7922,1906,2134,2749,1834,1838,1845
0,255,76,7953,1918,2135,2750,1836,1839,1845
0,255,77,8015,1892,2135,2771,1834,1838,1847
0,255,78,8015,1926,2122,2767,1834,1838,1845
0,255,79,8015,1909,2125,2750,1835,1839,1845
0,255,80,8047,1937,2108,2787,1834,1839,1845
0,255,81,8062,1924,2127,2763,1834,1838,1845
0,255,82,8062,1906,2125,2774,1835,1839,1845
0,255,84,8109,1901,2115,2763,1834,1838,1843
0,255,85,8140,1914,2129,2764,1833,1838,1846
0,255,86,8140,1902,2114,2771,1834,1839,1846
0,255,87,8171,1939,2122,2775,1835,1840,1846
0,255,88,8187,1922,2108,2767,1834,1838,1845
0,255,89,8218,1915,2113,2778,1835,1839,1847
0,255,90,8249,1914,2090,2770,1834,1839,1846
0,255,91,8249,1919,2130,2750,1834,1840,1846
0,255,92,8281,1908,2120,2772,1835,1839,1845
0,255,93,8296,1919,2115,2764,1834,1838,1846
0,255,94,8327,1922,2107,2763,1835,1840,1847
0,255,95,8327,1902,2130,2773,1835,1840,1845
0,255,96,8359,1905,2132,2764,1833,1838,1845
0,255,97,8359,1910,2123,2765,1834,1839,1845
0,255,98,8390,1916,2118,2760,1833,1840,1846
0,255,99,8390,1916,2115,2760,1834,1839,1845
0,255,100,8437,1913,2121,2745,1835,1840,1846
0,255,101,8437,1895,2121,2761,1833,1838,1847
0,255,102,8468,1924,2097,2760,1835,1839,1846
0,255,103,8499,1896,2140,2773,1834,1840,1845
0,255,104,8499,1925,2107,2777,1834,1839,1845
0,255,105,8530,1899,2122,2758,1834,1839,1843
0,255,106,8546,1919,2106,2776,1834,1840,1846
0,255,107,8561,1904,2107,2765,1835,1840,1847
0,255,108,8577,1916,2140,2769,1835,1839,1845
0,255,109,8608,1913,2112,2759,1835,1838,1847
0,255,110,8624,1896,2135,2759,1833,1838,1845
0,255,111,8639,1927,2130,2775,1835,1840,1847
0,255,112,8655,1926,2108,2758,1834,1839,1845
0,255,113,8671,1919,2105,2772,1835,1839,1846
0,255,114,8702,1912,2135,2773,1834,1841,1846
0,255,115,8717,1922,2114,2756,1834,1839,1845
0,255,116,8749,1911,2118,2767,1835,1839,1845
0,255,117,8749,1927,2100,2773,1832,1837,1846
0,255,118,8795,1899,2118,2787,1835,1840,1846
0,255,119,8795,1895,2113,2777,1835,1840,1845
0,255,120,8827,1910,2115,2763,1834,1839,1845
0,255,121,8827,1919,2123,2774,1834,1840,1845
0,255,122,8873,1900,2124,2767,1833,1840,1847
0,255,123,8873,1922,2102,2750,1834,1839,1845
0,255,124,8905,1918,2115,2774,1835,1839,1846
0,255,125,8920,1896,2135,2764,1833,1838,1846
0,255,126,8936,1905,2106,2782,1834,1840,1847
0,255,127,8951,1893,2146,2767,1834,1840,1845
0,255,128,8967,1906,2137,2756,1834,1838,1844
0,255,129,8998,1903,2127,2755,1834,1840,1845
0,255,130,8998,1883,2123,2763,1833,1839,1846
0,255,131,9029,1900,2114,2763,1835,1838,1844
0,255,132,9045,1901,2119,2759,1834,1837,1846
0,255,133,9076,1897,2151,2767,1834,1839,1846
0,255,134,9076,1905,2129,2764,1833,1839,1845
0,255,135,9107,1917,2114,2757,1835,1841,1845
0,255,136,9123,1912,2117,2771,1834,1837,1844
0,255,137,9139,1935,2113,2777,1835,1838,1846
0,255,138,9185,1898,2157,2769,1834,1839,1847
0,255,139,9185,1920,2129,2768,1834,1838,1844
0,255,140,9217,1914,2117,2772,1832,1838,1845
0,255,141,9217,1924,2116,2775,1833,1838,1847
0,255,142,9248,1919,2126,2777,1833,1838,1843
0,255,143,9263,1918,2115,2774,1835,1839,1846
0,255,144,9295,1921,2130,2763,1834,1838,1845
0,255,145,9295,1900,2123,2779,1834,1837,1846
0,255,146,9326,1914,2123,2774,1836,1839,1846
0,255,147,9341,1908,2115,2768,1834,1838,1845
0,255,148,9373,1910,2129,2751,1834,1839,1846
0,255,149,9373,1923,2122,2774,1833,1838,1846
0,255,150,9404,1921,2126,2769,1834,1840,1845
0,255,151,9404,1899,2125,2781,1835,1840,1845
0,255,152,9435,1900,2120,2779,1834,1838,1844
0,255,153,9466,1902,2118,2768,1833,1838,1845
0,255,154,9482,1910,2103,2780,1834,1840,1846
0,255,155,9497,1905,2111,2749,1835,1839,1847
0,255,156,9513,1886,2119,2764,1834,1839,1846
0,255,157,9544,1912,2125,2784,1833,1838,1846
0,255,158,9560,1917,2112,2766,1834,1839,1845
0,255,159,9575,1912,2132,2780,1835,1840,1845
0,255,160,9591,1911,2124,2775,1834,1840,1845
0,255,161,9622,1930,2124,2780,1835,1839,1846
0,255,162,9638,1912,2121,2757,1836,1840,1844
0,255,163,9638,1922,2127,2766,1834,1838,1844
0,255,164,9685,1913,2128,2756,1835,1839,1846
0,255,165,9685,1917,2115,2775,1833,1838,1845
0,255,166,9716,1920,2116,2757,1834,1839,1846
